AUC,0.7227844520608349
Accuracy,0.7404040404040404
Precision,0.771744132535665
Recall,0.9138964577656675
F1 score,0.7227844520608349
True Positive Rate By Label,0.9138964577656675
Hamming Loss,0.2595959595959596
Log Loss,0.6172972350219047
