Airport ID,Page Rank
11292,273.8807155425401
11298,211.4298523668158
11630,195.88282989910198
10551,184.6153448169628
13930,175.8164535672508
10299,139.73820636258773
10397,122.47187162916265
12889,111.89365785775024
11057,108.8373344990816
13487,107.71119259123412
12197,105.0744846343864
14107,96.61870413063984
15741,96.23144966075985
14869,94.83013227051043
13873,86.66316632623388
11433,85.82169598104018
12523,73.38141119266314
14747,72.31360367930739
13244,65.86278296916183
12266,64.43547423229272
12264,58.976711807338575
13970,58.69489621367314
12184,56.48944932393193
12892,56.1372266668976
15167,55.982565186569566
12173,51.36990381472262
16091,50.1449185184246
10154,49.45133147963813
10559,48.18205026669007
10721,47.7377527167348
14771,47.23809696606059
10245,45.61564136325919
14100,45.56177065132159
10693,45.49690584261057
10423,44.6766004954262
15618,44.31206379296042
13204,44.007420988157016
14004,42.46895488527056
11618,42.258396709493184
14057,42.23559255198888
12652,40.78528605425141
13303,40.664691253906916
12222,40.353766431526104
12478,40.04467658741006
14761,39.97115182056433
13796,39.8698688899309
13461,39.80549279706125
11697,39.726202552460435
11336,39.274796358499344
14730,38.042698204898876
11259,37.607792982015766
11728,37.28999234046334
14828,36.69400129903373
10821,35.71363775988545
10304,34.99575068683634
15016,34.573633844257536
11445,34.00413720310256
14679,32.738638955342125
12953,32.722882734190634
14112,32.219606674906444
14908,30.563038613567198
11278,30.125004292204807
13467,29.769322850788207
14081,29.384470736834295
14122,29.374592278673752
13830,28.865991648481483
10140,27.73850120197836
11540,27.5236391845745
13891,26.997999751591237
10917,26.656887785853137
12191,26.083927403153808
13196,25.963596894525942
10620,25.83916303347165
13577,25.815633055900257
14893,25.531653765897467
13061,25.48628741021742
10185,24.893426149264847
14843,23.400209135898777
11924,22.065444229409586
15304,21.97430157615915
10754,21.88159062796212
11109,21.572212542061898
13232,20.740028189291895
11884,20.686873915531297
11193,20.616291817549314
14709,20.459710256009515
12451,20.077660560227372
12339,20.029176932554904
13513,19.717495511460868
11764,19.518817564315025
12441,19.414960862753432
15096,18.97517003365582
13541,18.867966688268666
10540,18.656745328263927
13342,18.517588781887852
11126,18.474103768069124
10590,17.927159104131757
11986,17.625289241069225
14831,17.363044793547054
14321,17.121025422012107
10529,16.90708389980207
11423,16.537639187270027
16832,16.25303497200033
15478,16.187355285740768
10466,16.114450958943355
10661,15.866671335636688
11588,15.795533665718533
14683,15.249228564124659
13230,15.218708925960136
11233,15.154351578644107
14689,15.01383636526888
10431,14.92840307262126
12250,14.827826135579553
10800,14.784058358971501
13871,14.022030416588535
14027,13.984218711491769
10713,13.974528902857648
13507,13.887527543291965
11066,13.826109659364866
13931,13.789208087579185
11624,13.72781752453034
13898,13.6024894356894
12337,13.600004668970024
11550,13.596238668028978
12807,13.379405902100249
12815,13.336211565521749
15346,13.260750283005112
14814,12.74412602592671
15668,12.734004614875488
13851,12.657434737238411
11214,12.543709113848328
13256,12.417947691540155
13002,12.359961378926736
11637,12.206943100714952
15342,12.164290383255738
11762,11.929444199629069
14273,11.873020541985898
12127,11.83519201269785
14628,11.783175664641021
11775,11.72934446343417
12945,11.641142280245642
14082,11.214045555191952
14955,11.028209797175153
10325,10.928118584104276
10783,10.894938133700444
14492,10.726253955291048
14275,10.718631224712816
13731,10.664985521450877
10994,10.490998396367166
12819,10.424596340848282
11511,10.362772896910666
10519,10.298257357142067
10589,10.188196882162238
12278,10.116689710161651
13495,10.081297699253568
11996,9.942120526050768
11721,9.919316519543349
16353,9.75160832846842
11844,9.653350832113142
15624,9.585860849183383
10158,9.575149841933973
11833,9.552577255013423
11899,9.350004668970024
14489,9.343982294452164
12214,9.331964763303215
13347,9.09481677176085
10558,8.9144879438338
13398,8.7562212121168
13829,8.702385621350976
10613,8.693873535932772
10731,8.683111013374301
14150,8.655660363849858
15447,8.608979027944383
14570,8.603203886927288
11198,8.530913759879116
11921,8.523940443342193
10643,8.518893557858913
12128,8.500004668970025
14792,8.500004668970025
10254,8.500004668970025
16947,8.500004668970025
11790,8.500004668970025
15779,8.500004668970025
11862,8.500004668970025
11219,8.500004668970025
11859,8.459408715970342
11995,8.40997622140033
10184,8.367709728997418
13942,8.353588585053942
11973,8.234552330133765
14582,8.227568771534127
14986,8.20619589961444
10967,8.0929845788104
11041,8.05476657373193
14533,8.01395492517473
10408,7.966208148356376
14229,7.943108117245887
12992,7.923914773989994
14062,7.92321895468431
14332,7.791671335636691
10372,7.6883448587842596
15295,7.6750761822971185
11027,7.637285917286999
11098,7.5672562745016085
13770,7.513298162988782
15862,7.488711265557056
14804,7.478716312656288
14131,7.425099735808479
13198,7.382458477652167
12888,7.267554592737485
14512,7.199467321970523
13686,7.1541713356366925
14102,7.146379127844484
15024,7.135086144652629
12016,7.133409597374954
15232,7.117803630659964
14877,7.101767647593469
11883,7.083338002303359
15376,7.0001404876315005
12268,6.9257351884505445
12206,6.882861415039025
12784,6.68480320376856
14880,6.568219527159503
14559,6.559641098530312
14942,6.545981680464278
14088,6.545981680464278
14875,6.524368594681255
10615,6.462125881091237
13894,6.461892180857537
14477,6.461476530441886
14050,6.419051449675675
12758,6.345920744734414
14952,6.342243579391665
12954,6.295676963301416
11997,6.274120830586186
13768,6.186051644506075
14485,6.185760579725936
15579,6.170444229409585
10139,6.159126796842154
11028,6.0488732578132325
14307,6.026383845807716
11535,6.0082145750060185
14805,5.988949721502033
13710,5.85446627343163
12253,5.848116327426511
15215,5.841030309995666
14320,5.793222938299679
12853,5.7827922819300515
11122,5.73736130606464
12635,5.726866695832053
12708,5.717418936384293
13476,5.702563039477994
11042,5.696909714394431
14474,5.682407376245829
13485,5.679656023685177
11288,5.675656536482358
12633,5.625497279807464
12755,5.6114765304418865
10416,5.572939891689731
14685,5.5581099554217825
12720,5.4833019272672825
11646,5.464290383255739
11869,5.454171335636691
12598,5.4478825707952945
12641,5.403057172022528
16567,5.3760730450384004
12779,5.373395964589581
11559,5.3571475261128825
12786,5.352721396686753
14524,5.321252840925697
10581,5.305930718208154
15282,5.271095815061171
13369,5.250763996512047
16390,5.213658515123871
16954,5.210499600395189
15406,5.187504668970025
10599,5.166355135876099
10849,5.135983899874482
12638,5.119723838689194
12822,5.096265020936899
10241,5.060668010883367
12899,5.031813925632016
12851,5.018955340801131
15412,5.012345706351119
10194,4.998641341132007
15041,4.98605014660809
12704,4.981198927609935
12055,4.972307059570645
12391,4.965874757941262
13987,4.910491112351204
10257,4.905604896154513
12769,4.893118780933264
11908,4.892953386918743
11648,4.851720498271759
12773,4.836211565521749
11484,4.836211565521749
11503,4.830599326134898
12844,4.808852071567427
10204,4.806552288017644
12917,4.784076629306005
10630,4.7822308020805435
15991,4.768618832584188
14718,4.7514527337333075
13629,4.750004668970025
12676,4.7370407659807405
14270,4.735718954684311
14167,4.722226891192247
13704,4.722226891192247
14627,4.6871527602129435
14919,4.680286489251845
15581,4.67463127966897
12324,4.673988209806429
10349,4.671008769892732
10135,4.655275954397982
11545,4.65476657373193
14493,4.646982690948047
15887,4.644458188423544
14119,4.639406378371734
12896,4.6072043613749445
14125,4.587667006632363
13367,4.582835630579154
12653,4.572587641552997
12671,4.551830620795976
10225,4.544731493869263
16668,4.543108117245887
12171,4.526591970557327
14635,4.491977545919434
14234,4.470834050983616
11879,4.467953386918743
14745,4.467953386918743
10926,4.433077037214806
14539,4.432148055102773
13032,4.4267209146455295
15049,4.396364227286105
14856,4.38741840257941
15245,4.367242352783795
13055,4.362438531403887
11823,4.349663275238217
11711,4.3309570499224055
12474,4.320838002303358
12436,4.297490702489577
12370,4.293151877091852
10938,4.293151877091852
15721,4.289882967000496
10654,4.283014377707889
13890,4.280913759879115
10361,4.268851675621909
14109,4.266350822816179
13241,4.266350822816179
11283,4.259449113414469
11447,4.259449113414469
12902,4.259449113414469
12519,4.259449113414469
13211,4.258989869815691
13121,4.258989869815691
11725,4.258989869815691
10640,4.256430717816345
11961,4.250004668970025
16871,4.250004668970025
16582,4.250004668970025
14256,4.238137728322596
12003,4.1741068210020975
14816,4.173722617687973
15709,4.170733155459381
12831,4.1654282447196875
12315,4.141030309995666
14696,4.136524771361215
13693,4.118108117245887
15472,4.098152533489542
11492,4.097860051526494
12211,4.084319308582572
15448,4.073569992535348
10313,4.058591932531908
10327,4.048503818540352
12175,4.047623716589072
12719,4.026330792664569
12195,3.99655332069109
11327,3.9931365371018934
15885,3.98621156552175
15856,3.978630210095566
12855,3.971734046949403
10980,3.9683539778643784
15085,3.910611200266212
11603,3.883570462433517
11726,3.883061427026783
12737,3.8636410326063886
15171,3.8594918484572047
14895,3.8456191930170434
15853,3.8430727120380688
13381,3.82092965486963
13415,3.82092965486963
14698,3.8154830017899486
10792,3.78645251170945
15231,3.785448391913748
12492,3.7808488248141807
11952,3.758752255842612
15861,3.750951638666996
12012,3.7413889151630144
15370,3.719896784723483
16815,3.7162432444506432
10868,3.6945652598867738
12294,3.670737547202904
11003,3.6692942678592755
12615,3.6577125490763827
12265,3.6458370578610424
13264,3.624397663360092
10874,3.573060510860612
15027,3.5689786013630154
11413,3.5682427969649697
14738,3.5446244935898497
16428,3.5416713356366922
11399,3.5416713356366922
16603,3.532472201437557
11638,3.4725315561988412
12709,3.456330719046075
11053,3.4386410326063883
14797,3.4303618118271677
12621,3.4029048567686906
14987,3.3782097971751535
15841,3.31710598229085
14691,3.3169237919419907
10930,3.3065761197794896
15356,3.306534147193665
11227,3.30000980397516
15293,3.289337012677369
15794,3.2818757869824475
10405,3.242465954909572
11643,3.2062818297870224
15798,3.1844963034616596
14252,3.1525484997697184
10927,3.1325221514875077
12649,3.1264414505792204
15020,3.1075315506904557
10170,3.1047788315890155
11555,3.076548228185999
14695,3.072317753082175
14960,3.0638606847491183
12141,3.053568543758519
13862,3.0512867202520764
11980,3.050108726528984
15785,3.0454592144245707
14576,2.9402702161112813
13806,2.9387222014375576
15043,2.9367034154230116
12348,2.926249257714614
12323,2.911962882330386
15385,2.894972201437558
14802,2.8598177530821745
