Airport ID,Page Rank
11292,46.389235016017295
13930,45.461798517585
10397,38.56431923938043
11298,32.354802538084634
12889,31.592869721857397
10299,31.215045136317748
10551,29.238295488567005
12892,27.565906737863067
14747,26.602608147273877
11618,25.133622668922737
11057,25.061881871917258
14107,24.584673876344382
12266,24.377521164044264
11630,24.247863143615014
13487,23.025415350214203
13204,22.92745409005065
14100,21.432765366529523
11433,21.184858666895394
14869,18.571091764961285
14771,18.52463230818174
13303,18.003394651026944
10721,17.767461972061096
13244,17.269707794144523
12478,16.99849892331125
10693,16.833658379181376
14730,16.628388424479866
12264,16.266480373808015
10423,15.694424674925298
10821,15.101959278813698
11278,15.076865828305547
11697,14.641187749054785
12953,14.527079580355952
15304,14.277399594941402
12339,13.157943127423069
11193,13.13447481085032
15741,12.956402973173677
14057,12.260134331855864
15016,12.064779640470876
13232,11.59894334962838
14679,11.59483869366719
14492,10.6512890209897
10245,10.295605017116944
13873,10.088697641246982
12523,10.005073140270232
14122,9.640254469550472
13495,9.486512243793532
11259,9.158472758850843
13796,9.137336033500235
13970,8.622031542945457
14683,8.520367842182681
13891,8.442745762382465
13198,8.113041419926699
11042,8.07799304142863
12451,7.907923798629032
10994,7.631975479875483
12173,7.474305720757745
14831,7.426541186366445
12191,7.327698910961425
14893,7.2591705349662385
11336,7.0922967951154625
11066,6.890495661575296
13342,6.884769491813797
14843,6.291121043164998
13577,6.181855790612754
14635,5.8306715063392325
10304,5.747323923772976
12197,5.739232047400261
13871,5.647837019201926
14908,5.6214147546653495
10529,5.57390518009344
14524,5.469413381294317
13851,5.465585293203721
14761,5.345729420783221
13931,5.250426985904189
11540,5.22588186349305
10713,4.965967023530781
11109,4.783613325226325
14570,4.773944074553137
10140,4.720241687184409
10792,4.671676624482915
14112,4.6410905834953
12652,4.613296433524573
11445,4.599923686887304
15618,4.548942579187296
14685,4.547002871601864
15376,4.438226022533999
11986,4.339697737952528
14027,4.328381035744118
15096,4.2788488056334195
13830,4.271480023589808
10154,4.117678915837875
11884,4.097005695052563
12184,4.034393004265989
10754,4.029992183692907
14307,4.0071183909876344
11995,4.003432751404718
11996,3.983786367793502
11423,3.90240597028825
14986,3.879332074864378
15370,3.8702061122784994
15412,3.854810051731578
14828,3.717524082486563
10257,3.704675874794896
14709,3.669656097103649
14512,3.604085022411897
15624,3.5474234587425677
12278,3.4903916161186523
10431,3.4789232185324668
10599,3.4291633192005326
